age,education_num,log_capital_gain,relationship_Family
47,7,0.0,1
51,3,0.0,0
46,6,0.0,0
47,7,0.0,1
60,1,0.0,1
27,2,0.0,1
57,2,0.0,1
41,2,0.0,0
90,2,7.79,1
32,6,9.26,0
42,3,0.0,1
35,2,0.0,0
28,2,0.0,0
28,7,0.0,0
61,8,0.0,0
29,5,0.0,0
36,6,9.62,1
58,2,0.0,1
25,6,0.0,0
51,3,0.0,1
26,6,0.0,0
46,3,0.0,0
61,1,7.74,1
29,6,0.0,0
42,6,0.0,1
33,2,0.0,0
51,3,0.0,1
17,1,0.0,0
18,3,0.0,0
47,6,0.0,1
53,3,0.0,1
19,3,0.0,0
40,8,0.0,1
57,1,0.0,0
23,6,0.0,1
34,1,0.0,1
46,4,0.0,1
36,3,8.9,1
80,1,6.99,0
19,3,0.0,0
76,3,7.63,0
48,3,0.0,1
21,3,0.0,0
20,2,0.0,0
45,4,0.0,1
20,2,8.39,0
26,6,0.0,1
27,3,0.0,0
48,7,8.95,1
39,4,6.39,0
39,2,0.0,0
28,2,0.0,0
54,3,0.0,1
33,5,0.0,1
54,6,0.0,1
23,6,0.0,0
46,2,0.0,0
44,6,8.52,1
29,3,0.0,0
52,1,0.0,0
39,1,8.39,1
24,6,0.0,0
26,3,0.0,0
77,3,0.0,1
18,1,0.0,0
43,2,0.0,0
63,3,0.0,1
38,2,0.0,1
44,6,0.0,1
58,7,9.62,1
32,2,0.0,1
34,7,0.0,1
50,2,0.0,1
34,6,0.0,1
54,2,0.0,1
44,6,0.0,0
64,1,0.0,0
43,1,0.0,1
36,1,0.0,0
34,1,0.0,0
27,1,0.0,0
45,2,0.0,0
37,2,0.0,1
19,3,0.0,0
46,1,0.0,1
31,2,0.0,1
42,2,0.0,0
46,2,0.0,0
53,2,0.0,0
50,2,0.0,1
36,3,0.0,1
51,2,7.65,1
36,3,0.0,1
29,1,0.0,0
29,3,0.0,1
41,6,0.0,0
45,2,0.0,0
62,2,0.0,1
52,2,0.0,1
46,3,0.0,1
64,2,0.0,1
17,1,0.0,0
27,2,0.0,1
44,7,0.0,0
19,3,0.0,0
26,3,0.0,0
34,2,0.0,0
34,4,7.86,0
18,1,0.0,0
24,1,0.0,0
50,1,0.0,1
26,6,0.0,1
36,6,0.0,1
29,1,8.32,0
50,3,8.9,1
48,3,0.0,0
41,4,0.0,1
23,6,0.0,0
61,1,9.57,0
45,7,0.0,0
26,2,0.0,0
32,3,0.0,0
30,2,0.0,1
61,8,0.0,0
38,3,0.0,1
53,3,0.0,1
38,2,0.0,0
37,1,0.0,0
41,2,0.0,0
17,1,0.0,0
27,8,0.0,1
26,2,0.0,0
57,2,0.0,0
37,6,8.95,1
61,1,0.0,1
60,2,0.0,0
34,6,0.0,1
37,5,0.0,1
56,8,0.0,1
19,3,0.0,0
61,8,0.0,1
59,4,0.0,1
27,2,0.0,1
46,3,0.0,0
62,3,0.0,0
49,1,0.0,0
44,3,0.0,1
40,2,0.0,1
60,2,0.0,1
32,4,0.0,0
23,2,0.0,0
17,1,0.0,0
59,1,11.51,1
22,3,0.0,0
30,2,0.0,0
29,3,0.0,0
34,2,0.0,1
32,2,0.0,1
33,4,0.0,0
41,3,0.0,1
23,2,0.0,0
19,3,0.0,0
27,6,0.0,1
50,3,0.0,1
26,6,0.0,0
24,1,0.0,0
33,2,0.0,0
51,6,0.0,1
42,5,8.9,1
38,2,0.0,1
62,2,0.0,1
33,6,0.0,0
48,1,0.0,0
48,7,0.0,1
62,6,0.0,1
41,6,0.0,0
24,1,0.0,0
70,8,7.84,0
18,3,0.0,0
31,1,0.0,0
48,1,0.0,1
17,1,0.0,0
32,2,0.0,1
19,2,0.0,0
63,6,0.0,1
46,3,0.0,0
24,2,0.0,0
46,2,0.0,1
55,3,0.0,1
18,2,0.0,0
22,3,0.0,0
42,3,0.0,1
51,2,0.0,0
35,2,0.0,0
54,2,0.0,1
32,2,0.0,0
57,2,0.0,1
26,2,0.0,0
46,5,0.0,1
51,2,8.52,1
19,3,0.0,0
18,1,0.0,0
37,3,0.0,1
20,3,0.0,0
41,6,0.0,0
22,3,0.0,0
25,5,0.0,0
34,2,0.0,0
50,8,0.0,1
33,5,8.9,1
47,3,0.0,1
47,2,0.0,1
44,2,0.0,0
32,4,0.0,0
50,3,0.0,1
33,4,0.0,1
17,1,0.0,0
44,6,0.0,1
37,2,0.0,0
60,2,0.0,0
62,4,8.05,1
44,2,0.0,0
40,1,0.0,1
33,6,0.0,0
53,2,0.0,1
34,2,0.0,1
37,1,0.0,1
21,1,0.0,0
50,1,0.0,0
58,3,0.0,1
45,2,0.0,0
22,3,0.0,0
20,3,0.0,0
57,3,0.0,0
65,3,0.0,1
30,2,0.0,0
71,6,0.0,1
59,6,11.51,1
37,2,0.0,1
55,2,0.0,1
25,6,7.81,0
36,6,0.0,0
24,2,0.0,1
27,2,0.0,1
47,4,0.0,1
33,2,0.0,1
28,2,0.0,1
52,2,0.0,0
36,1,0.0,1
22,2,0.0,0
24,2,0.0,0
50,6,9.62,1
60,2,0.0,0
57,3,11.51,1
30,2,0.0,1
29,4,7.97,1
61,6,0.0,0
48,2,0.0,0
50,2,0.0,1
49,6,0.0,0
35,6,8.32,0
20,3,0.0,0
45,7,0.0,0
23,5,0.0,0
29,3,0.0,0
45,3,0.0,1
49,2,0.0,0
43,7,0.0,0
43,3,0.0,1
23,2,0.0,0
29,1,0.0,1
52,7,0.0,1
20,3,0.0,0
48,6,11.51,1
18,1,0.0,0
49,3,0.0,1
28,4,0.0,1
51,1,0.0,0
40,3,0.0,1
34,2,0.0,0
39,5,0.0,0
24,2,0.0,0
54,8,11.51,1
73,3,0.0,0
28,6,0.0,0
20,1,0.0,0
17,1,0.0,0
37,2,8.9,1
22,1,0.0,0
28,2,0.0,0
53,2,8.15,1
52,2,0.0,0
47,3,0.0,0
24,1,0.0,0
29,1,0.0,0
19,2,0.0,0
18,1,0.0,0
38,2,0.0,0
30,1,0.0,0
26,6,0.0,0
70,2,0.0,1
37,1,0.0,0
40,2,0.0,1
40,7,0.0,0
35,3,0.0,0
38,6,0.0,0
44,2,0.0,1
35,2,0.0,1
62,3,0.0,1
33,6,0.0,0
45,8,0.0,1
30,3,0.0,0
22,3,0.0,0
36,6,0.0,0
30,2,0.0,0
69,1,6.99,0
34,2,0.0,0
23,3,0.0,0
27,2,0.0,0
22,6,0.0,0
50,7,0.0,1
30,2,0.0,1
69,3,8.78,1
25,1,0.0,0
61,2,0.0,0
28,6,0.0,0
35,1,0.0,0
67,1,0.0,1
24,2,0.0,0
61,1,0.0,0
24,3,0.0,0
40,6,0.0,1
39,3,0.0,0
26,1,0.0,0
39,5,0.0,1
30,2,0.0,0
44,2,0.0,1
30,3,0.0,0
18,1,0.0,0
41,7,0.0,0
21,3,0.0,0
25,5,8.04,1
29,1,0.0,0
37,3,0.0,1
22,4,0.0,0
46,3,0.0,1
17,1,0.0,0
40,2,0.0,0
53,2,0.0,1
32,3,0.0,0
45,3,0.0,0
28,7,0.0,0
36,4,0.0,0
64,4,0.0,1
60,2,0.0,0
18,2,0.0,0
30,1,0.0,0
59,2,0.0,1
44,9,0.0,1
57,4,0.0,0
22,3,0.0,0
41,3,0.0,1
32,2,0.0,1
61,1,0.0,0
24,2,0.0,0
74,2,0.0,0
35,2,0.0,0
63,2,0.0,1
65,2,0.0,1
35,1,0.0,1
48,6,0.0,1
42,2,0.0,1
26,1,0.0,0
31,6,0.0,0
57,2,0.0,1
42,2,0.0,1
27,2,0.0,0
68,1,7.49,1
83,3,0.0,0
57,2,0.0,0
35,6,0.0,0
43,7,0.0,1
38,6,0.0,0
36,8,9.62,1
31,6,0.0,0
48,2,0.0,1
41,2,0.0,1
26,4,8.04,1
43,2,0.0,1
36,6,0.0,1
64,6,8.04,1
25,1,0.0,0
45,3,0.0,1
23,1,0.0,0
28,2,0.0,1
32,3,0.0,0
17,1,0.0,0
28,3,0.0,0
17,1,0.0,0
51,3,0.0,1
46,7,0.0,1
20,2,0.0,0
29,2,0.0,0
61,2,0.0,1
23,3,0.0,0
42,6,0.0,0
29,6,0.0,1
26,1,0.0,0
42,5,0.0,0
43,8,0.0,1
45,3,9.62,1
39,3,8.11,0
35,6,0.0,1
31,6,0.0,1
20,3,0.0,0
44,6,0.0,0
31,1,0.0,0
27,6,0.0,0
26,2,0.0,0
42,3,0.0,1
50,2,0.0,0
37,3,0.0,1
24,7,0.0,0
56,3,8.9,1
23,6,0.0,0
40,1,0.0,1
56,3,0.0,1
26,2,0.0,0
35,2,0.0,1
58,2,0.0,1
34,3,0.0,0
52,2,0.0,1
25,2,0.0,0
74,1,0.0,0
69,2,0.0,1
46,8,0.0,1
50,2,0.0,0
18,3,0.0,0
23,2,0.0,0
47,1,0.0,1
45,9,0.0,0
21,3,0.0,0
28,2,7.65,1
41,3,0.0,1
44,7,0.0,1
37,6,0.0,1
55,2,0.0,1
39,3,0.0,1
23,6,0.0,0
31,2,0.0,0
27,2,0.0,0
60,5,0.0,1
19,3,0.0,0
29,5,0.0,0
43,3,0.0,0
21,2,0.0,0
20,3,0.0,0
23,3,0.0,0
50,2,0.0,0
19,3,0.0,0
18,2,0.0,0
18,3,0.0,0
33,2,0.0,0
35,2,0.0,0
37,6,8.47,0
55,1,0.0,1
20,3,0.0,0
31,1,0.0,1
27,3,0.0,0
61,7,0.0,1
58,2,0.0,1
23,3,0.0,0
42,6,0.0,1
32,2,0.0,1
61,2,0.0,1
44,7,0.0,0
37,2,0.0,1
31,3,0.0,0
42,2,0.0,0
57,7,0.0,1
45,3,0.0,0
45,6,0.0,1
20,3,0.0,0
71,2,7.28,1
34,7,9.62,1
39,2,0.0,0
25,6,0.0,0
29,6,0.0,1
36,3,0.0,1
33,2,0.0,1
22,3,0.0,0
58,6,0.0,1
18,1,0.0,0
36,8,8.9,1
49,7,0.0,1
64,2,0.0,1
36,3,0.0,1
51,2,0.0,1
28,3,0.0,0
30,2,0.0,1
28,6,0.0,1
56,6,8.95,1
32,7,0.0,0
28,6,8.04,1
45,2,0.0,0
45,1,0.0,1
21,2,0.0,0
43,3,0.0,1
39,3,0.0,1
38,2,0.0,0
49,2,8.52,1
52,5,0.0,1
47,5,0.0,1
62,2,0.0,0
21,2,0.0,0
52,3,0.0,0
33,2,0.0,1
45,6,0.0,1
26,3,0.0,0
29,2,0.0,0
28,2,0.0,1
31,3,0.0,1
37,1,0.0,0
27,2,0.0,1
38,2,0.0,0
21,2,0.0,0
51,2,8.95,1
38,2,0.0,0
40,2,0.0,1
35,6,0.0,0
26,1,0.0,0
51,6,0.0,1
25,6,0.0,0
66,6,0.0,1
24,1,0.0,0
39,4,0.0,1
38,6,0.0,1
27,2,7.7,0
49,2,0.0,0
22,2,0.0,0
58,2,0.0,1
20,3,0.0,0
32,1,0.0,0
52,7,9.26,0
40,6,0.0,1
41,2,0.0,1
31,3,0.0,1
27,2,0.0,1
43,3,0.0,1
48,6,0.0,1
65,6,0.0,1
22,2,0.0,0
74,2,0.0,1
54,8,0.0,1
17,1,0.0,0
47,6,0.0,1
22,3,0.0,0
19,3,0.0,0
26,6,0.0,0
23,1,0.0,1
41,1,0.0,1
29,2,0.0,0
49,1,0.0,1
38,2,0.0,1
36,6,0.0,0
55,1,0.0,0
67,3,0.0,1
27,1,0.0,1
44,7,0.0,0
43,7,0.0,0
51,3,8.15,1
50,2,8.39,1
42,1,0.0,0
32,3,0.0,0
42,6,0.0,1
45,2,0.0,1
39,6,0.0,0
53,1,0.0,1
57,7,0.0,1
49,2,0.0,1
24,2,0.0,0
42,2,0.0,0
30,2,0.0,1
27,5,0.0,0
24,2,0.0,0
37,2,0.0,1
35,3,0.0,1
33,1,0.0,0
24,6,0.0,0
42,5,0.0,0
40,1,0.0,0
47,2,0.0,1
38,8,0.0,1
49,2,0.0,1
66,2,0.0,1
51,2,0.0,1
23,6,0.0,0
41,2,0.0,1
31,2,0.0,0
45,4,0.0,1
41,1,0.0,1
27,3,0.0,1
28,2,0.0,0
45,3,0.0,0
65,3,0.0,1
37,4,0.0,0
44,2,0.0,1
23,1,0.0,1
49,2,0.0,0
42,3,0.0,1
48,1,0.0,1
23,6,0.0,0
39,1,0.0,1
43,2,0.0,1
60,3,0.0,0
36,2,8.11,0
26,1,0.0,0
40,9,0.0,1
22,1,0.0,0
59,9,0.0,1
52,2,0.0,1
22,1,0.0,1
41,1,0.0,1
35,6,0.0,0
53,9,0.0,0
40,2,0.0,0
24,6,0.0,0
27,2,0.0,0
23,6,0.0,0
77,9,0.0,0
41,6,0.0,1
31,6,0.0,0
56,3,0.0,0
53,4,0.0,1
32,5,0.0,1
56,9,0.0,1
25,3,0.0,0
37,5,0.0,0
32,1,0.0,0
41,3,0.0,1
54,3,0.0,1
52,2,0.0,1
48,6,0.0,1
36,3,8.9,1
30,1,0.0,0
40,6,0.0,1
22,2,0.0,0
53,3,0.0,1
61,3,0.0,1
30,1,0.0,0
26,6,0.0,0
21,3,0.0,0
26,6,0.0,0
36,2,0.0,1
47,7,8.95,1
45,6,0.0,1
21,2,0.0,0
25,6,0.0,0
22,3,0.0,0
17,1,0.0,0
49,4,0.0,0
33,2,0.0,1
44,7,8.55,1
29,6,0.0,1
29,3,0.0,0
53,3,0.0,0
49,3,0.0,1
57,1,0.0,0
48,3,0.0,0
26,2,0.0,0
28,7,0.0,0
39,5,0.0,0
75,1,0.0,0
48,9,0.0,1
51,2,0.0,1
28,3,0.0,1
58,2,0.0,0
37,6,0.0,1
58,2,0.0,0
42,6,0.0,0
61,2,0.0,1
59,7,0.0,1
38,2,0.0,1
20,2,0.0,0
32,3,0.0,0
42,6,0.0,1
19,2,0.0,0
55,4,0.0,1
39,2,0.0,1
48,5,0.0,1
38,3,0.0,1
38,6,0.0,0
50,3,0.0,1
29,2,0.0,1
22,3,0.0,0
44,6,0.0,1
24,1,0.0,0
26,2,0.0,1
52,6,0.0,0
28,2,0.0,0
60,4,8.95,1
37,3,0.0,1
61,3,0.0,0
19,1,0.0,0
40,4,0.0,0
31,1,0.0,0
31,2,8.11,0
25,2,0.0,0
67,6,0.0,1
66,2,0.0,0
90,3,0.0,0
45,2,0.0,0
41,2,0.0,0
19,1,0.0,0
30,7,0.0,0
40,2,0.0,1
38,3,0.0,1
18,1,0.0,0
59,7,0.0,1
63,1,8.15,1
57,1,8.44,0
26,3,0.0,0
41,3,0.0,1
18,3,0.0,0
64,7,0.0,1
26,3,0.0,0
35,1,0.0,1
18,3,0.0,0
63,2,0.0,1
32,6,0.0,0
41,5,0.0,0
34,1,0.0,1
32,6,0.0,1
29,2,0.0,0
36,2,9.62,1
35,1,0.0,1
39,3,0.0,1
59,6,0.0,1
29,3,0.0,0
46,6,0.0,0
42,6,0.0,1
20,3,0.0,0
41,3,0.0,1
33,3,7.95,1
42,3,0.0,0
56,1,0.0,0
23,2,0.0,0
18,2,0.0,0
48,3,0.0,1
35,3,0.0,0
58,3,0.0,1
32,3,0.0,0
18,1,0.0,0
25,6,0.0,1
39,4,0.0,0
17,1,0.0,0
37,3,0.0,0
23,1,0.0,0
18,1,0.0,1
32,2,0.0,0
32,6,0.0,0
35,6,0.0,1
42,7,0.0,0
38,8,0.0,0
17,1,0.0,0
23,3,0.0,0
23,3,0.0,0
56,2,0.0,0
51,3,0.0,0
47,2,8.04,1
67,3,9.27,1
35,1,0.0,1
57,2,0.0,0
41,8,0.0,0
45,8,11.51,1
55,2,0.0,1
46,7,0.0,1
31,2,0.0,0
22,3,0.0,0
21,1,0.0,0
17,1,0.0,0
50,2,0.0,1
23,6,0.0,0
60,2,0.0,1
54,7,0.0,1
17,1,0.0,0
39,7,0.0,0
38,5,0.0,0
23,2,0.0,1
31,5,0.0,1
26,2,0.0,0
42,5,0.0,1
61,1,0.0,1
31,3,0.0,0
21,3,0.0,0
31,6,0.0,0
46,3,0.0,0
55,3,0.0,1
48,6,0.0,0
19,2,0.0,0
40,7,0.0,1
46,3,0.0,0
27,1,0.0,1
41,6,0.0,1
61,6,0.0,0
47,1,0.0,0
39,3,0.0,1
31,1,0.0,0
46,7,0.0,0
51,3,0.0,1
62,1,0.0,1
29,1,0.0,0
62,1,0.0,0
47,3,0.0,0
35,6,0.0,1
52,1,0.0,1
17,1,0.0,0
24,6,0.0,0
40,4,0.0,0
19,2,0.0,0
39,7,0.0,1
35,4,0.0,1
35,3,0.0,0
42,7,0.0,0
46,2,0.0,0
48,1,0.0,0
52,6,0.0,0
30,6,0.0,0
59,3,8.9,1
31,3,0.0,1
24,1,0.0,0
50,1,0.0,1
22,6,0.0,0
28,8,0.0,0
20,1,0.0,0
17,1,0.0,0
48,1,0.0,1
33,6,0.0,0
55,3,0.0,0
42,6,0.0,0
31,3,0.0,0
19,3,0.0,0
36,1,0.0,0
34,5,0.0,1
68,7,0.0,0
17,1,0.0,0
28,6,0.0,0
52,3,8.95,1
73,1,0.0,0
55,1,0.0,1
41,6,0.0,1
22,3,0.0,0
29,4,0.0,0
41,6,0.0,0
33,2,0.0,1
41,7,0.0,1
18,1,0.0,0
40,5,0.0,0
35,2,0.0,1
31,2,0.0,0
53,2,0.0,0
18,2,0.0,0
33,3,8.9,1
32,1,0.0,1
53,6,0.0,0
46,1,0.0,0
39,6,0.0,0
45,3,0.0,1
40,7,0.0,0
35,6,9.62,1
22,2,0.0,0
39,7,0.0,0
42,2,0.0,1
65,2,0.0,1
28,3,0.0,0
40,4,0.0,1
41,2,0.0,0
21,2,0.0,0
23,5,0.0,0
38,4,0.0,1
23,3,0.0,0
46,7,0.0,0
40,3,0.0,1
35,4,0.0,1
38,3,0.0,1
43,6,8.55,1
44,5,0.0,1
22,2,0.0,0
55,7,0.0,1
41,2,0.0,0
67,1,0.0,0
66,2,0.0,0
45,7,0.0,0
48,3,0.0,1
60,1,0.0,1
40,6,0.0,0
48,1,0.0,1
54,2,0.0,0
75,1,0.0,0
63,3,9.62,1
47,7,0.0,0
45,6,0.0,0
37,2,0.0,1
24,3,0.0,1
38,2,0.0,1
54,2,0.0,0
37,2,0.0,0
32,2,0.0,1
30,5,0.0,1
35,5,0.0,0
34,2,0.0,0
53,2,0.0,0
59,1,0.0,0
60,6,0.0,1
39,2,0.0,1
41,3,0.0,1
59,1,8.9,1
27,2,0.0,1
28,9,0.0,1
21,3,7.98,0
30,3,0.0,0
28,6,9.62,1
31,3,0.0,0
20,5,0.0,0
61,6,0.0,1
33,4,0.0,1
38,3,8.55,1
20,3,0.0,0
18,1,0.0,0
41,6,0.0,0
45,3,0.0,1
34,3,0.0,0
41,4,0.0,0
51,2,8.11,0
27,4,0.0,1
61,2,0.0,1
34,1,0.0,0
57,1,0.0,0
69,3,0.0,1
27,1,0.0,0
23,6,0.0,0
41,4,8.27,0
55,3,0.0,0
74,2,0.0,1
23,6,0.0,0
48,2,0.0,0
46,3,8.04,1
52,3,0.0,0
18,1,0.0,0
17,1,0.0,0
38,1,0.0,1
45,2,0.0,0
32,2,0.0,0
28,2,0.0,1
60,6,8.32,0
29,6,0.0,0
26,3,0.0,0
32,2,0.0,1
54,2,0.0,0
25,2,0.0,0
53,3,0.0,1
23,6,0.0,1
38,6,8.95,1
20,2,0.0,0
39,2,0.0,1
28,3,0.0,0
42,3,0.0,0
18,1,0.0,0
47,2,0.0,1
29,6,0.0,1
37,2,0.0,1
43,8,9.62,1
58,6,0.0,1
46,6,0.0,0
40,7,0.0,0
61,2,0.0,0
31,1,0.0,0
62,7,0.0,0
47,3,0.0,0
52,6,0.0,0
40,3,8.9,1
60,2,0.0,0
46,1,0.0,1
43,2,0.0,0
34,1,0.0,0
35,3,0.0,0
46,7,0.0,0
33,2,0.0,1
33,6,0.0,1
20,3,0.0,0
24,2,0.0,1
25,1,6.96,0
27,7,0.0,1
34,3,0.0,0
39,7,0.0,0
32,8,9.55,0
67,2,7.52,0
50,2,0.0,1
34,2,0.0,0
22,1,0.0,0
37,2,0.0,0
38,2,8.55,1
57,5,0.0,0
28,6,0.0,0
72,3,0.0,0
34,6,0.0,0
24,3,0.0,0
36,6,9.62,1
47,1,0.0,0
55,2,0.0,1
46,6,0.0,1
47,5,0.0,1
19,2,0.0,0
20,5,0.0,0
48,2,0.0,1
32,1,0.0,0
28,3,0.0,0
52,3,0.0,0
23,6,0.0,0
28,5,0.0,0
27,2,8.15,1
36,2,0.0,1
23,5,7.69,0
41,2,0.0,1
34,3,0.0,1
28,2,0.0,0
31,7,0.0,0
22,3,0.0,0
30,2,0.0,0
47,1,0.0,0
54,3,0.0,0
40,6,0.0,1
21,3,0.0,0
24,2,8.05,1
23,3,0.0,0
23,6,0.0,1
38,2,0.0,0
34,3,0.0,1
49,6,0.0,1
32,2,0.0,1
56,1,0.0,1
57,1,0.0,1
58,1,0.0,1
31,2,0.0,0
49,1,0.0,0
20,3,0.0,0
81,1,0.0,0
22,3,0.0,0
41,6,0.0,1
37,3,0.0,0
33,5,0.0,0
49,2,0.0,1
51,1,0.0,0
20,3,0.0,0
36,2,0.0,0
32,2,0.0,1
47,2,0.0,0
66,1,7.99,0
33,3,0.0,0
33,2,0.0,1
30,6,0.0,1
41,3,0.0,1
37,1,0.0,0
23,3,0.0,0
29,6,0.0,0
32,2,0.0,1
46,6,0.0,1
38,8,8.95,1
27,2,0.0,0
89,6,0.0,1
34,1,0.0,0
41,2,0.0,1
25,3,0.0,0
46,3,0.0,1
33,6,0.0,1
34,3,0.0,0
24,6,0.0,0
52,3,0.0,1
33,1,8.15,1
41,3,0.0,1
33,6,0.0,1
55,6,0.0,0
22,6,0.0,0
59,2,0.0,0
35,6,0.0,1
33,4,0.0,1
33,6,0.0,0
45,4,0.0,1
34,2,0.0,0
40,2,0.0,0
29,3,8.04,1
29,6,0.0,0
28,1,0.0,1
40,9,0.0,1
45,5,0.0,0
24,3,0.0,1
48,4,0.0,0
36,3,0.0,1
39,4,0.0,1
52,1,0.0,0
24,1,0.0,0
59,2,0.0,1
44,1,0.0,1
38,3,0.0,1
30,2,0.0,0
20,3,0.0,0
31,2,0.0,0
56,2,0.0,1
73,3,0.0,1
33,1,0.0,0
38,6,0.0,1
58,2,0.0,0
60,3,0.0,1
22,3,0.0,0
41,6,8.44,0
37,7,0.0,0
48,2,0.0,1
19,2,0.0,0
33,2,0.0,0
29,3,0.0,0
36,6,0.0,0
50,2,0.0,0
49,1,0.0,1
31,1,0.0,0
50,3,0.0,1
20,3,0.0,0
64,3,0.0,1
25,2,0.0,0
57,3,8.83,0
23,4,0.0,0
40,6,0.0,1
47,3,9.06,0
43,3,0.0,1
36,6,0.0,1
46,6,0.0,1
43,8,0.0,1
51,6,0.0,1
25,4,0.0,1
43,3,0.0,0
28,3,0.0,1
55,6,0.0,1
46,7,0.0,1
33,1,0.0,1
44,7,0.0,0
61,1,0.0,0
55,3,0.0,0
25,6,0.0,0
30,4,0.0,0
37,4,0.0,0
25,2,0.0,0
22,2,0.0,0
45,7,0.0,0
65,2,0.0,0
32,6,0.0,1
62,9,9.62,1
44,2,0.0,1
57,7,8.95,1
50,1,0.0,0
53,2,0.0,0
37,2,0.0,0
35,6,8.9,1
19,3,0.0,0
28,3,0.0,0
32,1,0.0,0
36,2,0.0,1
24,2,0.0,0
31,2,0.0,1
36,7,0.0,1
22,3,0.0,0
52,4,0.0,0
49,8,0.0,1
51,3,0.0,1
42,1,0.0,1
22,2,0.0,0
45,2,0.0,1
67,3,9.91,1
22,2,0.0,1
40,7,0.0,1
26,7,0.0,0
25,6,7.81,0
37,3,0.0,0
20,1,0.0,0
39,4,0.0,0
46,6,0.0,1
33,2,0.0,1
32,2,0.0,0
39,2,0.0,0
27,2,0.0,0
19,2,0.0,0
51,7,0.0,0
47,3,0.0,1
21,4,0.0,0
43,3,0.0,1
43,8,0.0,1
22,3,0.0,1
28,2,0.0,0
39,3,0.0,0
46,6,0.0,0
62,3,0.0,1
41,5,9.62,1
39,7,0.0,0
36,4,0.0,1
30,2,0.0,1
59,1,8.52,1
39,6,0.0,0
56,3,0.0,0
35,6,0.0,1
43,6,8.83,0
33,2,0.0,0
53,5,0.0,1
54,2,0.0,1
38,3,0.0,0
51,1,0.0,0
34,2,0.0,0
58,2,0.0,1
27,2,0.0,0
35,4,0.0,1
58,6,0.0,0
56,6,0.0,0
63,1,0.0,0
31,3,0.0,1
22,6,0.0,0
34,2,0.0,0
35,3,0.0,0
57,2,0.0,1
77,2,0.0,0
36,6,0.0,1
43,2,0.0,1
62,6,7.95,1
22,3,0.0,0
42,6,0.0,1
43,6,0.0,0
33,3,0.0,1
19,3,0.0,0
53,4,0.0,0
66,3,0.0,1
56,1,0.0,1
65,8,0.0,1
74,4,0.0,0
18,1,0.0,1
22,2,0.0,0
30,6,0.0,0
52,2,0.0,1
30,6,0.0,1
30,2,0.0,0
17,1,0.0,0
33,6,0.0,0
50,6,0.0,0
34,6,0.0,1
38,6,10.23,0
32,2,0.0,0
37,5,8.83,0
33,5,0.0,1
62,1,0.0,0
35,6,0.0,0
36,2,0.0,0
38,3,0.0,0
58,7,8.95,1
41,8,9.62,1
32,2,0.0,1
35,4,8.04,1
46,7,0.0,1
45,3,8.11,0
33,6,0.0,0
22,3,0.0,0
24,2,0.0,1
20,2,0.0,0
48,2,0.0,1
31,3,0.0,0
56,3,0.0,1
46,2,0.0,1
34,6,9.62,1
55,2,0.0,0
36,3,0.0,1
26,3,0.0,1
59,1,0.0,1
22,2,0.0,1
46,3,9.06,0
18,3,0.0,0
50,2,0.0,1
29,4,0.0,1
35,7,0.0,1
22,2,0.0,0
35,2,0.0,1
53,5,0.0,0
30,4,0.0,0
71,2,8.8,0
37,2,0.0,0
60,2,0.0,1
33,1,0.0,0
41,2,0.0,0
48,7,0.0,1
34,2,0.0,1
42,6,0.0,0
17,1,0.0,0
34,2,0.0,0
18,1,0.0,0
49,6,0.0,1
76,1,0.0,1
25,6,0.0,0
49,9,8.91,0
17,1,0.0,0
39,4,0.0,0
31,2,0.0,0
59,6,0.0,0
33,3,0.0,1
18,1,0.0,0
64,6,0.0,1
77,3,0.0,1
26,6,0.0,0
41,3,0.0,1
40,3,0.0,1
28,2,0.0,0
64,6,0.0,0
36,3,0.0,0
19,2,0.0,0
39,7,9.06,0
30,2,8.39,1
26,2,0.0,1
48,2,0.0,1
36,6,0.0,0
28,3,0.0,1
66,1,0.0,1
30,3,0.0,1
28,2,0.0,1
56,6,0.0,0
34,6,0.0,1
44,6,0.0,1
57,1,0.0,0
38,4,0.0,1
38,4,0.0,1
45,1,0.0,0
19,1,0.0,0
47,3,0.0,1
49,2,0.0,0
51,2,0.0,1
26,6,0.0,0
33,8,0.0,1
36,2,0.0,0
24,2,0.0,0
41,6,0.0,1
19,2,0.0,0
33,2,0.0,0
23,3,0.0,0
25,1,0.0,0
39,3,8.55,1
52,2,0.0,1
40,3,0.0,1
45,6,8.95,1
23,3,0.0,0
26,6,0.0,0
37,6,0.0,1
36,1,0.0,1
17,1,0.0,0
36,6,0.0,1
25,2,0.0,0
49,2,0.0,1
68,2,0.0,0
45,1,0.0,0
52,1,0.0,1
18,2,0.0,0
22,3,0.0,0
46,3,0.0,1
65,8,0.0,0
78,1,0.0,1
48,3,0.0,1
61,6,0.0,0
41,7,0.0,1
30,6,0.0,0
50,7,0.0,1
61,2,0.0,1
55,2,0.0,0
27,2,0.0,1
59,8,10.23,0
28,2,0.0,0
25,2,0.0,0
50,2,8.04,1
40,6,0.0,1
70,1,0.0,0
31,1,0.0,1
54,6,0.0,0
30,4,0.0,0
62,1,0.0,0
61,2,0.0,1
52,7,0.0,0
40,3,0.0,1
22,3,0.0,0
27,2,0.0,1
37,6,0.0,0
68,2,0.0,0
35,1,0.0,1
34,2,7.68,0
63,2,0.0,1
25,3,0.0,0
61,1,0.0,0
28,7,0.0,1
24,2,0.0,1
